"germplasmName","FullSampleName","GID"
"NR17F93C2aP018","NR.NG.C2a.Cass.CET.0011_F09...NR17F93C2aP018","NR.NG.C2a.Cass.CET.0011_F09...NR17F93C2aP018"
"NR17F93C2aP019","NR.NG.C2a.Cass.CET.0006_G08...NR17F93C2aP019","NR.NG.C2a.Cass.CET.0006_G08...NR17F93C2aP019"
"NR17F93C2aP020",NA,"NR17F93C2aP020"
"NR17F93C2aP021","NR.NG.C2a.Cass.CET.0006_A03...NR17F93C2aP021","NR.NG.C2a.Cass.CET.0006_A03...NR17F93C2aP021"
"NR17F93C2aP022","NR.NG.C2a.Cass.CET.0006_A08...NR17F93C2aP022","NR.NG.C2a.Cass.CET.0006_A08...NR17F93C2aP022"
"NR17F93C2aP023","NR.NG.C2a.Cass.CET.0006_E08...NR17F93C2aP023","NR.NG.C2a.Cass.CET.0006_E08...NR17F93C2aP023"
"NR17F93C2aP024","NR.NG.C2a.Cass.CET.0006_H11...NR17F93C2aP024","NR.NG.C2a.Cass.CET.0006_H11...NR17F93C2aP024"
"NR17F93C2aP025","NR.NG.C2a.Cass.CET.0006_D02...NR17F93C2aP025","NR.NG.C2a.Cass.CET.0006_D02...NR17F93C2aP025"
"NR17F94C2aP001","NR.NG.C2a.Cass.CET.0003_F04...NR17F94C2aP001","NR.NG.C2a.Cass.CET.0003_F04...NR17F94C2aP001"
"NR17F94C2aP002","NR.NG.C2a.Cass.CET.0002_C09...NR17F94C2aP002","NR.NG.C2a.Cass.CET.0002_C09...NR17F94C2aP002"
"NR17F94C2aP003","NR.NG.C2a.Cass.CET.0002_A09...NR17F94C2aP003","NR.NG.C2a.Cass.CET.0002_A09...NR17F94C2aP003"
"NR17F94C2aP004","NR.NG.C2a.Cass.CET.0003_H04...NR17F94C2aP004","NR.NG.C2a.Cass.CET.0003_H04...NR17F94C2aP004"
"NR17F94C2aP005","NR.NG.C2a.Cass.CET.0003_G02...NR17F94C2aP005","NR.NG.C2a.Cass.CET.0003_G02...NR17F94C2aP005"
"NR17F94C2aP006","NR.NG.C2a.Cass.CET.0010_H09...NR17F94C2aP006","NR.NG.C2a.Cass.CET.0010_H09...NR17F94C2aP006"
"NR17F94C2aP007",NA,"NR17F94C2aP007"
"NR17F94C2aP008","NR.NG.C2a.Cass.CET.0003_C04...NR17F94C2aP008","NR.NG.C2a.Cass.CET.0003_C04...NR17F94C2aP008"
"NR17F94C2aP009","NR.NG.C2a.Cass.CET.0003_A03...NR17F94C2aP009","NR.NG.C2a.Cass.CET.0003_A03...NR17F94C2aP009"
"NR17F94C2aP010",NA,"NR17F94C2aP010"
"NR17F94C2aP011","NR.NG.C2a.Cass.CET.0003_C09...NR17F94C2aP011","NR.NG.C2a.Cass.CET.0003_C09...NR17F94C2aP011"
"NR17F94C2aP012","NR.NG.C2a.Cass.CET.0003_H02...NR17F94C2aP012","NR.NG.C2a.Cass.CET.0003_H02...NR17F94C2aP012"
"NR17F94C2aP013","NR.NG.C2a.Cass.CET.0002_E09...NR17F94C2aP013","NR.NG.C2a.Cass.CET.0002_E09...NR17F94C2aP013"
"NR17F94C2aP014","NR.NG.C2a.Cass.CET.0003_B03...NR17F94C2aP014","NR.NG.C2a.Cass.CET.0003_B03...NR17F94C2aP014"
"NR17F94C2aP015","NR.NG.C2a.Cass.CET.0003_H07...NR17F94C2aP015","NR.NG.C2a.Cass.CET.0003_H07...NR17F94C2aP015"
"NR17F94C2aP016","NR.NG.C2a.Cass.CET.0003_G03...NR17F94C2aP016","NR.NG.C2a.Cass.CET.0003_G03...NR17F94C2aP016"
"NR17F94C2aP017","NR.NG.C2a.Cass.CET.0003_D04...NR17F94C2aP017","NR.NG.C2a.Cass.CET.0003_D04...NR17F94C2aP017"
"NR17F94C2aP018","NR.NG.C2a.Cass.CET.0003_H08...NR17F94C2aP018","NR.NG.C2a.Cass.CET.0003_H08...NR17F94C2aP018"
"NR17F94C2aP019","NR.NG.C2a.Cass.CET.0003_A09...NR17F94C2aP019","NR.NG.C2a.Cass.CET.0003_A09...NR17F94C2aP019"
"NR17F95C2aP001","NR.NG.C2a.Cass.CET.0003_E03...NR17F95C2aP001","NR.NG.C2a.Cass.CET.0003_E03...NR17F95C2aP001"
"NR17F95C2aP002","NR.NG.C2a.Cass.CET.0002_F09...NR17F95C2aP002","NR.NG.C2a.Cass.CET.0002_F09...NR17F95C2aP002"
"NR17F95C2aP003",NA,"NR17F95C2aP003"
"NR17F95C2aP004","NR.NG.C2a.Cass.CET.0003_A08...NR17F95C2aP004","NR.NG.C2a.Cass.CET.0003_A08...NR17F95C2aP004"
"NR17F95C2aP005",NA,"NR17F95C2aP005"
"NR17F95C2aP006","NR17F95C2aP006","NR17F95C2aP006"
"NR17F95C2aP007","NR17F95C2aP007","NR17F95C2aP007"
"NR17F95C2aP008",NA,"NR17F95C2aP008"
"NR17F95C2aP009","NR.NG.C2a.Cass.CET.0003_B10...NR17F95C2aP009","NR.NG.C2a.Cass.CET.0003_B10...NR17F95C2aP009"
"NR17F95C2aP010","NR.NG.C2a.Cass.CET.0003_F10...NR17F95C2aP010","NR.NG.C2a.Cass.CET.0003_F10...NR17F95C2aP010"
"NR17F95C2aP011","NR.NG.C2a.Cass.CET.0003_C10...NR17F95C2aP011","NR.NG.C2a.Cass.CET.0003_C10...NR17F95C2aP011"
"NR17F95C2aP012","NR.NG.C2a.Cass.CET.0003_H03...NR17F95C2aP012","NR.NG.C2a.Cass.CET.0003_H03...NR17F95C2aP012"
"NR17F95C2aP013","NR.NG.C2a.Cass.CET.0003_G10...NR17F95C2aP013","NR.NG.C2a.Cass.CET.0003_G10...NR17F95C2aP013"
"NR17F95C2aP014","NR.NG.C2a.Cass.CET.0003_E10...NR17F95C2aP014","NR.NG.C2a.Cass.CET.0003_E10...NR17F95C2aP014"
"NR17F95C2aP015","NR.NG.C2a.Cass.CET.0003_D11...NR17F95C2aP015","NR.NG.C2a.Cass.CET.0003_D11...NR17F95C2aP015"
"NR17F95C2aP016","NR.NG.C2a.Cass.CET.0003_E11...NR17F95C2aP016","NR.NG.C2a.Cass.CET.0003_E11...NR17F95C2aP016"
"NR17F95C2aP017","NR.NG.C2a.Cass.CET.0003_B12...NR17F95C2aP017","NR.NG.C2a.Cass.CET.0003_B12...NR17F95C2aP017"
"NR17F95C2aP018","NR.NG.C2a.Cass.CET.0003_D03...NR17F95C2aP018","NR.NG.C2a.Cass.CET.0003_D03...NR17F95C2aP018"
"NR17F95C2aP019","NR.NG.C2a.Cass.CET.0003_F11...NR17F95C2aP019","NR.NG.C2a.Cass.CET.0003_F11...NR17F95C2aP019"
"NR17F95C2aP020","NR.NG.C2a.Cass.CET.0003_B11...NR17F95C2aP020","NR.NG.C2a.Cass.CET.0003_B11...NR17F95C2aP020"
"NR17F95C2aP021","NR.NG.C2a.Cass.CET.0011_A02...NR17F95C2aP021","NR.NG.C2a.Cass.CET.0011_A02...NR17F95C2aP021"
"NR17F95C2aP022","NR.NG.C2a.Cass.CET.0011_C07...NR17F95C2aP022","NR.NG.C2a.Cass.CET.0011_C07...NR17F95C2aP022"
"NR17F96C2aP001","NR.NG.C2a.Cass.CET.0010_H07...NR17F96C2aP001","NR.NG.C2a.Cass.CET.0010_H07...NR17F96C2aP001"
"NR17F96C2aP002",NA,"NR17F96C2aP002"
"NR17F96C2aP003","NR.NG.C2a.Cass.CET.0012_H05...NR17F96C2aP003","NR.NG.C2a.Cass.CET.0012_H05...NR17F96C2aP003"
"NR17F96C2aP004","NR.NG.C2a.Cass.CET.0010_E03...NR17F96C2aP004","NR.NG.C2a.Cass.CET.0010_E03...NR17F96C2aP004"
"NR17F96C2aP005","NR.NG.C2a.Cass.CET.0001_E06...NR17F96C2aP005","NR.NG.C2a.Cass.CET.0001_E06...NR17F96C2aP005"
"NR17F97C2aP001","NR.NG.C2a.Cass.CET.0011_G06...NR17F97C2aP001","NR.NG.C2a.Cass.CET.0011_G06...NR17F97C2aP001"
"NR17F97C2aP002","NR.NG.C2a.Cass.CET.0011_E09...NR17F97C2aP002","NR.NG.C2a.Cass.CET.0011_E09...NR17F97C2aP002"
"NR17F97C2aP003","NR.NG.C2a.Cass.CET.0003_D10...NR17F97C2aP003","NR.NG.C2a.Cass.CET.0003_D10...NR17F97C2aP003"
"NR17F97C2aP004","NR.NG.C2a.Cass.CET.0003_F08...NR17F97C2aP004","NR.NG.C2a.Cass.CET.0003_F08...NR17F97C2aP004"
"NR17F98C2aP001","NR.NG.C2a.Cass.CET.0011_H07...NR17F98C2aP001","NR.NG.C2a.Cass.CET.0011_H07...NR17F98C2aP001"
"NR17F98C2aP003",NA,"NR17F98C2aP003"
"NR17F99C2aP001","NR.NG.C2a.Cass.CET.0006_B08...NR17F99C2aP001","NR.NG.C2a.Cass.CET.0006_B08...NR17F99C2aP001"
"NR17F99C2aP002",NA,"NR17F99C2aP002"
"NR17F99C2aP004","NR.NG.C2a.Cass.CET.0003_B04...NR17F99C2aP004","NR.NG.C2a.Cass.CET.0003_B04...NR17F99C2aP004"
"NR17F99C2aP006","NR.NG.C2a.Cass.CET.0003_C08...NR17F99C2aP006","NR.NG.C2a.Cass.CET.0003_C08...NR17F99C2aP006"
"NR17F99C2aP007","NR.NG.C2a.Cass.CET.0011_C06...NR17F99C2aP007","NR.NG.C2a.Cass.CET.0011_C06...NR17F99C2aP007"
"NR17F99C2aP008","NR.NG.C2a.Cass.CET.0003_E08...NR17F99C2aP008","NR.NG.C2a.Cass.CET.0003_E08...NR17F99C2aP008"
"NR17F9C2aP001","NR.NG.C2a.Cass.CET.0004_C01...NR17F9C2aP001","NR.NG.C2a.Cass.CET.0004_C01...NR17F9C2aP001"
"NR17F9C2aP002","NR.NG.C2a.Cass.CET.0003_C12...NR17F9C2aP002","NR.NG.C2a.Cass.CET.0003_C12...NR17F9C2aP002"
"NR17F9C2aP003","NR.NG.C2a.Cass.CET.0004_B02...NR17F9C2aP003","NR.NG.C2a.Cass.CET.0004_B02...NR17F9C2aP003"
"NR17F9C2aP004","NR.NG.C2a.Cass.CET.0004_A01...NR17F9C2aP004","NR.NG.C2a.Cass.CET.0004_A01...NR17F9C2aP004"
"NR17F9C2aP005","NR.NG.C2a.Cass.CET.0003_D12...NR17F9C2aP005","NR.NG.C2a.Cass.CET.0003_D12...NR17F9C2aP005"
"NR17F9C2aP006","NR17F9C2aP006","NR17F9C2aP006"
"NR17F9C2aP007","NR17F9C2aP007","NR17F9C2aP007"
"NR17F9C2aP008","NR.NG.C2a.Cass.CET.0003_F12...NR17F9C2aP008","NR.NG.C2a.Cass.CET.0003_F12...NR17F9C2aP008"
"NR17F9C2aP009","NR.NG.C2a.Cass.CET.0004_F01...NR17F9C2aP009","NR.NG.C2a.Cass.CET.0004_F01...NR17F9C2aP009"
"NR17F9C2aP010","NR.NG.C2a.Cass.CET.0004_D01...NR17F9C2aP010","NR.NG.C2a.Cass.CET.0004_D01...NR17F9C2aP010"
"NR17F9C2aP011","NR.NG.C2a.Cass.CET.0004_E01...NR17F9C2aP011","NR.NG.C2a.Cass.CET.0004_E01...NR17F9C2aP011"
"NR17F9C2aP012","NR.NG.C2a.Cass.CET.0002_B06...NR17F9C2aP012","NR.NG.C2a.Cass.CET.0002_B06...NR17F9C2aP012"
"NR17F9C2aP013","NR.NG.C2a.Cass.CET.0002_A06...NR17F9C2aP013","NR.NG.C2a.Cass.CET.0002_A06...NR17F9C2aP013"
"NR17F9C2aP014","NR.NG.C2a.Cass.CET.0001_E09...NR17F9C2aP014","NR.NG.C2a.Cass.CET.0001_E09...NR17F9C2aP014"
"NR17F9C2aP015","NR.NG.C2a.Cass.CET.0001_C09...NR17F9C2aP015","NR.NG.C2a.Cass.CET.0001_C09...NR17F9C2aP015"
"NR17F9C2aP016","NR.NG.C2a.Cass.CET.0002_F05...NR17F9C2aP016","NR.NG.C2a.Cass.CET.0002_F05...NR17F9C2aP016"
"TMS13F1307P0016","2013_0307_16:250160612","2013_0307_16:250160612"
"TMS13F1122P0005","2013_10122_5:250164749","2013_10122_5:250164749"
"NR130022",NA,"NR130022"
"NR292D",NA,"NR292D"
"TMS13F2110P0008","2013_20110_8:250164899","2013_20110_8:250164899"
"NR1741",NA,"NR1741"
"TMS13F1160P0004","2013_0160_4:250160399","2013_0160_4:250160399"
"TMS13F1053P0015","2013_0053_15:250162223","2013_0053_15:250162223"
"Local",NA,"Local"
"NR130124",NA,"NR130124"
"TMS13F1343P0044","2013_0343_44:250162573","2013_0343_44:250162573"
"NR095F",NA,"NR095F"
"NR14B-218",NA,"NR14B-218"
"TMS13F1343P0022","2013_0343_22:250162550","2013_0343_22:250162550"
"IITA-TMS-IBA000070","I000070:250300358","I000070:250300358"
"TMS13F1153P0001","2013_0153_1:250160342","2013_0153_1:250160342"
"F159C1bP007","F159C1bP007:CABJYANXX:6:505483","F159C1bP007:CABJYANXX:6:505483"
"F171C1bP002","F171C1bP002:CA7RRANXX:6:500083","F171C1bP002:CA7RRANXX:6:500083"
"F179C1bP002","F179C1bP002:CA7RRANXX:6:500110","F179C1bP002:CA7RRANXX:6:500110"
"F185C1bP001","F185C1bP001:CA7RRANXX:6:500131","F185C1bP001:CA7RRANXX:6:500131"
"F55C1bP027","F55C1bP027:CABV7ANXX:8:504760","F55C1bP027:CABV7ANXX:8:504760"
"F75C1bP012","F75C1bP012:CABJYANXX:3:505072","F75C1bP012:CABJYANXX:3:505072"
"F78C1bP003","F78C1bP003:CABJYANXX:3:505090","F78C1bP003:CABJYANXX:3:505090"
"F81C1bP004","F81C1bP004:CABJYANXX:3:505101","F81C1bP004:CABJYANXX:3:505101"
"F87C1bP007","F87C1bP007:CABJYANXX:4:505129","F87C1bP007:CABJYANXX:4:505129"
"F88C1bP015","F88C1bP015:CABJYANXX:4:505148","F88C1bP015:CABJYANXX:4:505148"
"F91C1bP010","F91C1bP010:CABJYANXX:4:505210","F91C1bP010:CABJYANXX:4:505210"
"NR17C2aF89P018",NA,"NR17C2aF89P018"
"NR17C2aF61P006",NA,"NR17C2aF61P006"
"NR17C2aF37P001",NA,"NR17C2aF37P001"
"NR17C2aF18P008",NA,"NR17C2aF18P008"
"NR17C2aF18P015",NA,"NR17C2aF18P015"
"NR17C2aF89P041",NA,"NR17C2aF89P041"
"NR17C2aF10P001",NA,"NR17C2aF10P001"
"NR17C2aF7P045",NA,"NR17C2aF7P045"
"NR17C2aF60P020",NA,"NR17C2aF60P020"
"NR17C2aF93P009",NA,"NR17C2aF93P009"
"NR17C2aF95P011",NA,"NR17C2aF95P011"
"NR17C2aF15P041",NA,"NR17C2aF15P041"
"NR17C2aF16P010",NA,"NR17C2aF16P010"
"NR17C2aF7P071",NA,"NR17C2aF7P071"
"NR17C2aF60P003",NA,"NR17C2aF60P003"
"NR17C2aF10P021",NA,"NR17C2aF10P021"
"NR17C2aF79P008",NA,"NR17C2aF79P008"
"NR17C2aF99P002",NA,"NR17C2aF99P002"
"NR17C2aF89P009",NA,"NR17C2aF89P009"
"NR17C2aF61P002",NA,"NR17C2aF61P002"
"NR17C2aF89P091",NA,"NR17C2aF89P091"
"NR17C2aF94P013",NA,"NR17C2aF94P013"
"NR17C2aF65P031",NA,"NR17C2aF65P031"
"NR17C2aF27P001",NA,"NR17C2aF27P001"
"NR17C2aF89P008",NA,"NR17C2aF89P008"
"NR17C2aF89P054",NA,"NR17C2aF89P054"
"NR17C2aF89P067",NA,"NR17C2aF89P067"
"NR17C2aF90P001",NA,"NR17C2aF90P001"
"NR17C2aF61P003",NA,"NR17C2aF61P003"
"NR17C2aF9P010",NA,"NR17C2aF9P010"
"NR17C2aF98P001",NA,"NR17C2aF98P001"
"NR17C2aF81P002",NA,"NR17C2aF81P002"
"NR17C2aF82P002",NA,"NR17C2aF82P002"
"NR17C2aF89P028",NA,"NR17C2aF89P028"
"NR17C2aF33P002",NA,"NR17C2aF33P002"
"NR17C2aF7P008",NA,"NR17C2aF7P008"
"NR17C2aF7P043",NA,"NR17C2aF7P043"
"NR17C2aF97P002",NA,"NR17C2aF97P002"
"NR17C2aF103P001",NA,"NR17C2aF103P001"
"NR17C2aF61P016",NA,"NR17C2aF61P016"
"NR17C2aF6P030",NA,"NR17C2aF6P030"
"NR17C2aF92P001",NA,"NR17C2aF92P001"
"NR17C2aF81P003",NA,"NR17C2aF81P003"
"NR17C2aF95P009",NA,"NR17C2aF95P009"
"NR17C2aF15P011",NA,"NR17C2aF15P011"
"NR17C2aF95P021",NA,"NR17C2aF95P021"
"NR17C2aF21P004",NA,"NR17C2aF21P004"
"NR17C2aF9P013",NA,"NR17C2aF9P013"
"NR17C2aF18P018",NA,"NR17C2aF18P018"
"NR17C2aF40P004",NA,"NR17C2aF40P004"
"IITA-TMS-1BA30572",NA,"IITA-TMS-1BA30572"
"NR17C2aF7P065",NA,"NR17C2aF7P065"
"NR17C2aF62P020",NA,"NR17C2aF62P020"
"NR17C2aF66P002",NA,"NR17C2aF66P002"
"NR17C2aF14P016",NA,"NR17C2aF14P016"
"NR17C2aF1P003",NA,"NR17C2aF1P003"
"NR17C2aF121P001",NA,"NR17C2aF121P001"
"NR17C2aF6P007",NA,"NR17C2aF6P007"
"NR17C2aF29P001",NA,"NR17C2aF29P001"
"NR17C2aF54P015",NA,"NR17C2aF54P015"
"NR17C2aF89P056",NA,"NR17C2aF89P056"
"NR17C2aF16P013",NA,"NR17C2aF16P013"
"NR17C2aF62P015",NA,"NR17C2aF62P015"
"NR17C2aF70P008",NA,"NR17C2aF70P008"
"NR17C2aF89P020",NA,"NR17C2aF89P020"
"NR17C2aF3P010",NA,"NR17C2aF3P010"
"NR17C2aF61P010",NA,"NR17C2aF61P010"
"NR17C2aF6P006",NA,"NR17C2aF6P006"
"NR17C2aF15P033",NA,"NR17C2aF15P033"
"NR17C2aF15P016",NA,"NR17C2aF15P016"
"NR17C2aF15P022",NA,"NR17C2aF15P022"
"NR17C2aF7P034",NA,"NR17C2aF7P034"
"NR17C2aF79P001",NA,"NR17C2aF79P001"
"NR17C2aF87P010",NA,"NR17C2aF87P010"
"NR17C2aF7P052",NA,"NR17C2aF7P052"
"NR17C2aF92P003",NA,"NR17C2aF92P003"
"NR17C2aF7P070",NA,"NR17C2aF7P070"
"NR17C2aF65P020",NA,"NR17C2aF65P020"
"NR17C2aF61P009",NA,"NR17C2aF61P009"
"NR17C2aF15P032",NA,"NR17C2aF15P032"
"NR17C2aF60P019",NA,"NR17C2aF60P019"
"NR17C2aF5P026",NA,"NR17C2aF5P026"
"NR17C2aF65P027",NA,"NR17C2aF65P027"
"NR17C2aF7P018",NA,"NR17C2aF7P018"
"NR17C2aF7P011",NA,"NR17C2aF7P011"
"NR17C2aF114P002",NA,"NR17C2aF114P002"
"NR17C2aF91P008",NA,"NR17C2aF91P008"
"NR17C2aF15P003",NA,"NR17C2aF15P003"
"NR17C2aF65P009",NA,"NR17C2aF65P009"
"NR17C2aF89P071",NA,"NR17C2aF89P071"
"NR17C2aF1P006",NA,"NR17C2aF1P006"
"NR17C2aF84P004",NA,"NR17C2aF84P004"
"NR17C2aF7P007",NA,"NR17C2aF7P007"
"NR17C2aF79P007",NA,"NR17C2aF79P007"
"NR17C2aF19P002",NA,"NR17C2aF19P002"
"NR17C2aF7P050",NA,"NR17C2aF7P050"
"NR17C2aF120P002",NA,"NR17C2aF120P002"
"NR17C2aF79P005",NA,"NR17C2aF79P005"
"NR17C2aF7P044",NA,"NR17C2aF7P044"
"NR17C2aF10P016",NA,"NR17C2aF10P016"
"NR17C2aF71P001",NA,"NR17C2aF71P001"
"NR17C2aF16P004",NA,"NR17C2aF16P004"
"NR17C2aF89P096",NA,"NR17C2aF89P096"
"NR17C2aF46P012",NA,"NR17C2aF46P012"
"NR17C2aF12P001",NA,"NR17C2aF12P001"
"NR17C2aF54P012",NA,"NR17C2aF54P012"
"NR17C2aF89P088",NA,"NR17C2aF89P088"
"NR17C2aF65P024",NA,"NR17C2aF65P024"
"NR17C2aF92P005",NA,"NR17C2aF92P005"
"NR17C2aF10P017",NA,"NR17C2aF10P017"
"NR17C2aF89P003",NA,"NR17C2aF89P003"
"NR17C2aF49P006",NA,"NR17C2aF49P006"
"NR17C2aF61P007",NA,"NR17C2aF61P007"
"NR17C2aF54P002",NA,"NR17C2aF54P002"
"NR17C2aF89P021",NA,"NR17C2aF89P021"
"NR17C2aF70P001",NA,"NR17C2aF70P001"
"NR17C2aF69P009",NA,"NR17C2aF69P009"
"NR17C2aF89P102",NA,"NR17C2aF89P102"
"NR17C2aF6P046",NA,"NR17C2aF6P046"
"NR17C2aF66P003",NA,"NR17C2aF66P003"
"NR17C2aF79P016",NA,"NR17C2aF79P016"
"NR17C2aF70P007",NA,"NR17C2aF70P007"
"NR17C2aF82P005",NA,"NR17C2aF82P005"
"NR17C2aF62P024",NA,"NR17C2aF62P024"
"NR17C2aF89P050",NA,"NR17C2aF89P050"
"NR17C2aF7P062",NA,"NR17C2aF7P062"
"NR17C2aF39P002",NA,"NR17C2aF39P002"
"NR17C2aF16P003",NA,"NR17C2aF16P003"
"NR17C2aF7P023",NA,"NR17C2aF7P023"
"NR17C2aF61P013",NA,"NR17C2aF61P013"
"NR17C2aF7P058",NA,"NR17C2aF7P058"
"NR17C2aF60P007",NA,"NR17C2aF60P007"
"NR17C2aF83P010",NA,"NR17C2aF83P010"
"NR17C2aF61P008",NA,"NR17C2aF61P008"
"NR17C2aF65P010",NA,"NR17C2aF65P010"
"NR17C2aF60P012",NA,"NR17C2aF60P012"
"NR17C2aF54P010",NA,"NR17C2aF54P010"
"NR17C2aF91P006",NA,"NR17C2aF91P006"
"NR17C2aF10P006",NA,"NR17C2aF10P006"
"NR17C2aF10P025",NA,"NR17C2aF10P025"
"NR17C2aF61P011",NA,"NR17C2aF61P011"
"NR17C2aF90P007",NA,"NR17C2aF90P007"
"NR17C2aF66P014",NA,"NR17C2aF66P014"
"IITA-TMS-1BA00070",NA,"IITA-TMS-1BA00070"
"NR17C2aF7P017",NA,"NR17C2aF7P017"
"NR17C2aF28P002",NA,"NR17C2aF28P002"
"NR17C2aF35P004",NA,"NR17C2aF35P004"
"NR17C2aF60P006",NA,"NR17C2aF60P006"
"NR17C2aF60P015",NA,"NR17C2aF60P015"
"NR17C2aF5P022",NA,"NR17C2aF5P022"
"NR17C2aF54P001",NA,"NR17C2aF54P001"
"NR17C2aF5P017",NA,"NR17C2aF5P017"
"NR17C2aF93P010",NA,"NR17C2aF93P010"
"NR17C2aF89P013",NA,"NR17C2aF89P013"
"NR17C2aF61P015",NA,"NR17C2aF61P015"
"NR17C2aF1P009",NA,"NR17C2aF1P009"
"NR17C2aF6P044",NA,"NR17C2aF6P044"
"NR17C2aF89P058",NA,"NR17C2aF89P058"
"NR17C2aF7P067",NA,"NR17C2aF7P067"
"NR17C2aF6P037",NA,"NR17C2aF6P037"
"NR17C2aF10P002",NA,"NR17C2aF10P002"
"NR17C2aF121P005",NA,"NR17C2aF121P005"
"NR17C2aF87P011",NA,"NR17C2aF87P011"
"NR17C2aF89P014",NA,"NR17C2aF89P014"
"NR17C2aF82P008",NA,"NR17C2aF82P008"
"NR17C2aF62P027",NA,"NR17C2aF62P027"
"NR17C2aF6P045",NA,"NR17C2aF6P045"
"NR17C2aF89P084",NA,"NR17C2aF89P084"
"NR17C2aF95P015",NA,"NR17C2aF95P015"
"NR17C2aF7P013",NA,"NR17C2aF7P013"
"NR17C2aF14P014",NA,"NR17C2aF14P014"
"NR17C2aF89P010",NA,"NR17C2aF89P010"
"NR17C2aF90P008",NA,"NR17C2aF90P008"
"NR17C2aF89P069",NA,"NR17C2aF89P069"
"NR17C2aF91P001",NA,"NR17C2aF91P001"
"NR17C2aF65P017",NA,"NR17C2aF65P017"
"NR17C2aF33P003",NA,"NR17C2aF33P003"
"NR17C2aF96P004",NA,"NR17C2aF96P004"
"NR17C2aF83P018",NA,"NR17C2aF83P018"
"NR17C2aF13P001",NA,"NR17C2aF13P001"
"NR17C2aF92P002",NA,"NR17C2aF92P002"
"NR17C2aF89P045",NA,"NR17C2aF89P045"
"NR17C2aF95P003",NA,"NR17C2aF95P003"
"NR17C2aF60P009",NA,"NR17C2aF60P009"
"NR17C2aF60P010",NA,"NR17C2aF60P010"
"NR17C2aF91P011",NA,"NR17C2aF91P011"
"NR17C2aF7P036",NA,"NR17C2aF7P036"
"NR17C2aF7P030",NA,"NR17C2aF7P030"
"NR17C2aF89P002",NA,"NR17C2aF89P002"
"NR17C2aF61P004",NA,"NR17C2aF61P004"
"NR17C2aF91P004",NA,"NR17C2aF91P004"
"NR17C2aF114P004",NA,"NR17C2aF114P004"
"NR17C2aF10P011",NA,"NR17C2aF10P011"
"NR17C2aF7P046",NA,"NR17C2aF7P046"
"NR17C2aF10P036",NA,"NR17C2aF10P036"
"NR17C2aF46P005",NA,"NR17C2aF46P005"
"NR17C2aF89P034",NA,"NR17C2aF89P034"
"NR17C2aF6P005",NA,"NR17C2aF6P005"
"NR17C2aF118P001",NA,"NR17C2aF118P001"
"NR17C2aF96P005",NA,"NR17C2aF96P005"
"NR17C2aF54P005",NA,"NR17C2aF54P005"
"NR17C2aF7P040",NA,"NR17C2aF7P040"
"NR18C2bF239P0010","NR.NG.C2b.Cass.0013_G11...NR18C2bF239P0010","NR.NG.C2b.Cass.0013_G11...NR18C2bF239P0010"
"NR18C2bF153P0005","NR.NG.C2b.Cass.0011_G06...NR18C2bF153P0005","NR.NG.C2b.Cass.0011_G06...NR18C2bF153P0005"
"NR18C2bF358P0005","NR.NG.C2b.Cass.0019_G03...NR18C2bF358P0005","NR.NG.C2b.Cass.0019_G03...NR18C2bF358P0005"
"NR18C2bF287P0019","NR.NG.C2b.Cass.0015_D08...NR18C2bF287P0019","NR.NG.C2b.Cass.0015_D08...NR18C2bF287P0019"
"NR18C2bF490P0016","NR.NG.C2b.Cass.0026_F05...NR18C2bF490P0016","NR.NG.C2b.Cass.0026_F05...NR18C2bF490P0016"
"NR18C2bF563P0010","NR.NG.C2b.Cass.0034_D04...NR18C2bF563P0010","NR.NG.C2b.Cass.0034_D04...NR18C2bF563P0010"
"NR18C2bF258P0011","NR.NG.C2b.Cass.0014_G08...NR18C2bF258P0011","NR.NG.C2b.Cass.0014_G08...NR18C2bF258P0011"
"NR18C2bF370P0004","NR.NG.C2b.Cass.0020_C01...NR18C2bF370P0004","NR.NG.C2b.Cass.0020_C01...NR18C2bF370P0004"
"NR18C2bF193P0004","NR.NG.C2b.Cass.0013_G01...NR18C2bF193P0004","NR.NG.C2b.Cass.0013_G01...NR18C2bF193P0004"
"NR18C2bF359P0010","NR.NG.C2b.Cass.0019_G04...NR18C2bF359P0010","NR.NG.C2b.Cass.0019_G04...NR18C2bF359P0010"
"NR18C2bF152P0002","NR.NG.C2b.Cass.0011_D05...NR18C2bF152P0002","NR.NG.C2b.Cass.0011_D05...NR18C2bF152P0002"
"NR18C2bF504P0247","NR.NG.C2b.Cass.0028_G10...NR18C2bF504P0247","NR.NG.C2b.Cass.0028_G10...NR18C2bF504P0247"
"NR18C2bF574P0006","NR.NG.C2b.Cass.0034_B11...NR18C2bF574P0006","NR.NG.C2b.Cass.0034_B11...NR18C2bF574P0006"
"NR18C2bF415P0014","NR.NG.C2b.Cass.0021_F12...NR18C2bF415P0014","NR.NG.C2b.Cass.0021_F12...NR18C2bF415P0014"
"NR18C2bF452P0003","NR.NG.C2b.Cass.0023_F01...NR18C2bF452P0003","NR.NG.C2b.Cass.0023_F01...NR18C2bF452P0003"
"NR18C2bF177P0002","NR.NG.C2b.Cass.0012_F09...NR18C2bF177P0002","NR.NG.C2b.Cass.0012_F09...NR18C2bF177P0002"
